doi,pmid,pmcid,title,year,authors,journal,abstract,mesh_terms,author_keywords,language,publication_types,scrape_date,source,query_label,status,found_via,relevance_score,annotation_score,is_seed,scibert_top_categories_by_similarity,scibert_top_pipeline_categories_by_similarity,scibert_analysis_date,relevance_status,relevance_source,category,pipeline_category,scibert_relevance,scibert_score,scibert_category,scibert_pipeline_category,kw_domain_inclusion,kw_domain_exclusion,kw_paper_types,kw_pipeline_categories,kw_tissue,kw_disease,kw_animal,kw_methods,kw_application_areas
10.1158/0008-5472.can-24-1211,39437149,PMC11694063,Distant Metastases of Breast Cancer Resemble Primary Tumors in Cancer Cell Composition but Differ in Immune Cell Phenotypes.,2025,"['Kuett, L', 'Bollhagen, A', 'Tietscher, S', 'Sobottka, B', 'Eling, N', 'Varga, Z', 'Moch, H', 'de Souza, N', 'Bodenmiller, B']",Cancer research,"Breast cancer is the most commonly diagnosed cancer in women, with distant metastasis being the main cause of breast cancer-related deaths. Elucidating the changes in the tumor and immune ecosystems that are associated with metastatic disease is essential to improve understanding and ultimately treatment of metastasis. Here, we developed an in-depth, spatially resolved single-cell atlas of the phenotypic diversity of tumor and immune cells in primary human breast tumors and matched distant metastases, using imaging mass cytometry to analyze a total of 75 unique antibody targets. Although the same tumor cell phenotypes were typically present in primary tumors and metastatic sites, suggesting a strong founder effect of the primary tumor, their proportions varied between matched samples. Notably, the metastatic site did not influence tumor phenotype composition, except for the brain. Metastatic sites exhibited a lower number of immune cells overall but had a higher proportion of myeloid cells as well as exhausted and cytotoxic T cells. Myeloid cells showed distinct tissue-specific compositional signatures and increased presence of potentially matrix remodeling phenotypes in metastatic sites. This analysis of tumor and immune cell phenotypic composition of metastatic breast cancer highlights the heterogeneity of the disease within patients and across distant metastatic sites, indicating myeloid cells as the predominant immune modulators that could potentially be targeted at these sites. Significance: Multiplex imaging analysis of matched primary and metastatic breast tumors provides a phenotypic and spatial map of tumor microenvironments, revealing similar compositions of cancer cells and divergent immunologic features between matched samples.","['Humans', 'Breast Neoplasms', 'Female', 'Phenotype', 'Tumor Microenvironment', 'Neoplasm Metastasis', 'Myeloid Cells', 'Single-Cell Analysis']",[],eng,['Journal Article'],2025-07-05T13:29:52.277512,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Technical Methods, Application', 'computational analysis - review', 'computational analysis - method', 'application review', 'Application review, Tecnhical review', 'General omics review', 'Benchmarking', 'application review, computational analysis - review']",[],2025-07-08,relevant,keyword_inclusion,['Application'],[],relevant_by_similarity,0.8911,Application,,True,False,[],[],"['Nervous System (Brain/CNS)', 'Blood/Immune System', 'Breast']",['Cancer (General)'],['Human'],"['other_methods', 'Imaging_Mass_Cytometry(IMC)']",[]
10.1158/0008-5472.can-24-2408,39402990,,Breast Cancer Disseminated Tumor Cells: Do They Stay and Fight or Run and Hide?,2024,"['Cackowski, FC', 'Korkaya, H']",Cancer research,"Many solid tumors including breast cancer can exhibit early dissemination and dormancy-in which cancer cells spread early in the disease process and survive long periods without detectable growth. These early disseminated tumor cells sometimes reactivate and lead to incurable metastatic disease years or even decades after curative-intent therapy for the primary tumor. We are just beginning to understand the role of the immune system in this process in part because of improvements in immunocompetent models as well as technological advances such as single-cell genomics and spatial transcriptomics. In this issue of Cancer Research, Bushnell and colleagues showed that NK cells are important in this context. The authors found that disseminated tumor cells and quiescent cells express higher levels of MHC 1 but are resistant to NK-cell-mediated immunity. The proposed mechanism involves the STING pathway and transcription factors Sox2 and Bach1. As other studies have highlighted the importance of T-cell immunity, this work reaffirms the importance and diversity of immune regulation of dormancy and suggests the need for future studies to flesh out mechanistic details and predict when each type of immunity is most important. See related article by Bushnell et al., p. 3337.","['Humans', 'Female', 'Breast Neoplasms', 'Killer Cells, Natural', 'Animals', 'Neoplastic Cells, Circulating']",[],eng,['Journal Article'],2025-07-05T13:29:52.278485,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Technical Methods, Application', 'Application review, Tecnhical review', 'General omics review', 'computational analysis - review', 'application review', 'computational analysis - method', 'Benchmarking', 'application review, computational analysis - review']",[],2025-07-08,relevant,keyword_inclusion,['Application'],[],relevant_by_similarity,0.8661000000000001,Application,,True,False,[],[],"['Blood/Immune System', 'Breast']",['Cancer (General)'],[],"['other_methods', 'general_spatial_transcriptomics']",[]
10.1158/1055-9965.epi-20-0889,33082201,PMC7855820,Collagen Organization in Relation to Ductal Carcinoma <i>In Situ</i> Pathology and Outcomes.,2021,"['Sprague, BL', 'Vacek, PM', 'Mulrow, SE', 'Evans, MF', 'Trentham-Dietz, A', 'Herschorn, SD', 'James, TA', 'Surachaicharn, N', 'Keikhosravi, A', 'Eliceiri, KW', 'Weaver, DL', 'Conklin, MW']","Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology","There is widespread interest in discriminating indolent from aggressive ductal carcinoma <i>in situ</i> (DCIS). We sought to evaluate collagen organization in the DCIS tumor microenvironment in relation to pathologic characteristics and patient outcomes.
We retrieved fixed tissue specimens for 90 DCIS cases within the population-based Vermont DCIS Cohort. We imaged collagen fibers within 75 μm of the tumor/stromal boundary on hematoxylin and eosin-stained slides using multiphoton microscopy with second-harmonic generation. Automated software quantified collagen fiber length, width, straightness, density, alignment, and angle to the tumor/stroma boundary. Factor analysis identified linear combinations of collagen fiber features representing composite attributes of collagen organization.
Multiple collagen features were associated with DCIS grade, necrosis pattern, or periductal fibrosis (<i>P</i> < 0.05). After adjusting for treatments and nuclear grade, risk of recurrence (defined as any second breast cancer diagnosis) was lower among cases with greater collagen fiber width [hazard ratio (HR), 0.57 per one standard deviation increase; 95% confidence interval (CI), 0.39-0.84] and fiber density (HR, 0.60; 95% CI, 0.42-0.85), whereas risk was elevated among DCIS cases with higher fiber straightness (HR, 1.47; 95% CI, 1.05-2.06) and distance to the nearest two fibers (HR, 1.47; 95% CI, 1.06-2.02). Fiber length, alignment, and fiber angle were not associated with recurrence (<i>P</i> > 0.05). Five composite factors were identified, accounting for 72.4% of the total variability among fibers; three were inversely associated with recurrence (HRs ranging from 0.60 to 0.67; <i>P</i> ≤ 0.01).
Multiple aspects of collagen organization around DCIS lesions are associated with recurrence risk.
Collagen organization should be considered in the development of prognostic DCIS biomarker signatures.","['Adult', 'Aged', 'Breast Neoplasms', 'Carcinoma, Intraductal, Noninfiltrating', 'Cohort Studies', 'Collagen', 'Female', 'Humans', 'Middle Aged', 'Neoplasm Recurrence, Local', 'Registries']",[],eng,"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",2025-07-05T13:31:08.340392,PubMed,unknown,uncurated_new,similar_articles,,1,False,"['Application', 'Technical Methods, Application', 'computational analysis - method', 'computational analysis - review', 'Application review, Tecnhical review', 'General omics review', 'application review', 'Benchmarking']",[],2025-07-08,relevant,keyword_pipeline,"['Application', 'computational analysis - method']",['Preprocessing'],uncertain_by_similarity,0.7933,Application,,False,False,['computational analysis - method'],['Preprocessing'],"['Embryonic/Developmental Stage', 'Breast']",['Cancer (General)'],['Human'],['other_imaging'],[]
10.1158/1055-9965.epi-24-1711,40576634,,The Translational Research Program in Cancer Differences across Populations.,2025,"['Figueiredo, JC', 'Redwood, D', 'Li, L', 'Donato, E', 'Fort, D', 'Fox, EE', 'Grady, WM', 'Green, H', 'Harrison, TA', 'Haupt, C', 'Hsu, L', 'Hullar, MAJ', 'Huyghe, JR', 'Johnson, W', 'Koehne, AL', 'LaBrie, SD', 'Lakey, MA', 'Lin, M', 'Loroña, NC', 'Maresh, GA', 'Matrana, M', 'Mizrahi, JD', 'Nash, SH', 'Nguyen, NT', 'Paruch, JL', 'Phipps, AI', 'Qu, C', 'Randolph, TW', 'Romo, S', 'Thomas, CE', 'Thomas, S', 'Tiesinga, J', 'Whitlow, C', 'Yeung, CCS', 'Yin, H', 'Zibilich, CM', 'Li, CI', 'Thomas, TK', 'Peters, U']","Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology","Colorectal cancer (CRC) incidence and mortality vary substantially across populations. The Translational Research Program in Cancer Differences across Populations (TRPCDP) was established in 2020 to address differences in CRC incidence and mortality rates within the United States.
TRPCDP centralized data acquisition and harmonization across three sites in the U.S. to create a well-annotated resource of CRC tumors across four populations: African American/Black, Alaska Native, Hispanic/Latino/a, and non-Hispanic White. Using a case-control framework, patients with lethal CRC were matched to two controls with non-lethal CRC. Formalin-fixed paraffin-embedded tumor and normal tissue were retrieved and sent for centralized pathology review, followed by DNA and RNA extraction and tissue microarray development. Multi-omics and spatial profiling are underway to evaluate the transcriptome, proteome, and microbiome. Patient demographic and clinical data were obtained by medical record review, patient self-report, or linkage to cancer registries. Additional health-related factors were assessed using geospatial linkage.
The virtual biorepository includes 7,181 patients [African American (n=1,345), Alaska Native (n=1,640), Hispanic (n=1,659), and non-Hispanic White (n=2,537)]. Tissue blocks (1,594 tumor, 728 normal colon) were selected for 938 patients. To date, DNA and RNA have been extracted (n=831) and tissue microarrays have been constructed (n=414). Transcriptomic, spatial tumor profiling (multiplex immunofluorescence, PhenoCycler, GeoMx) and microbiome data (16S rRNAseq, ddPCR) are available.
The TRPCDP has developed a clinically annotated biorepository for future molecular epidemiology studies.
TRPCDP is a unique program that supports collaborative research, community engagement, and pipeline development for the next generation of scientists.",[],[],eng,['Journal Article'],2025-07-05T13:29:33.409712,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Application review, Tecnhical review', 'General omics review', 'computational analysis - review', 'Technical Methods, Application', 'computational analysis - method', 'Benchmarking', 'application review', 'application review, computational analysis - review']",[],2025-07-08,relevant,keyword_inclusion,"['Application', 'Review', 'computational analysis - method']",[],relevant_by_similarity,0.8688,Application,,True,False,"['Review', 'computational analysis - method']",[],"['Gastrointestinal_colorectal', 'Embryonic/Developmental Stage']","['Normal/Healthy', 'Cancer (General)']",['Human'],"['Immunofluorescence(IF)', 'general_omics', 'GeoMx_Digital_Spatial_Profiling']",[]
10.1158/1078-0432.ccr-16-1241,27797971,PMC5117650,"An Open-Label, Dose-Escalation Phase I Study of Anti-TYRP1 Monoclonal Antibody IMC-20D7S for Patients with Relapsed or Refractory Melanoma.",2016,"['Khalil, DN', 'Postow, MA', 'Ibrahim, N', 'Ludwig, DL', 'Cosaert, J', 'Kambhampati, SR', 'Tang, S', 'Grebennik, D', 'Kauh, JS', 'Lenz, HJ', 'Flaherty, KT', 'Hodi, FS', 'Lawrence, DP', 'Wolchok, JD']",Clinical cancer research : an official journal of the American Association for Cancer Research,"Tyrosinase-related protein-1 (TYRP1) is a transmembrane glycoprotein that is specifically expressed in melanocytes and melanoma cells. Preclinical data suggest that mAbs targeting TYRP1 confer antimelanoma activity. IMC-20D7S is a recombinant human IgG1 mAb targeting TYRP1. Here, we report the first-in-human phase I/Ib trial of IMC-20D7S.
The primary objective of this study was to establish the safety profile and the MTD of IMC-20D7S. Patients with advanced melanoma who progressed after or during at least one line of treatment or for whom standard therapy was not indicated enrolled in this standard 3 + 3 dose-escalation, open-label study. IMC-20D7S was administered intravenously every 2 or 3 weeks.
Twenty-seven patients were enrolled. The most common adverse events were fatigue and constipation experienced by nine (33%) and eight (30%) patients, respectively. There were no serious adverse events related to treatment, no discontinuations of treatment due to adverse events, and no treatment-related deaths. Given the absence of dose-limiting toxicities, an MTD was not defined, but a provisional MTD was established at the 20 mg/kg every 2-week dose based on serum concentration and safety data. One patient experienced a complete response. A disease control rate, defined as stable disease or better, of 41% was observed.
IMC-20D7S is well tolerated among patients with advanced melanoma with evidence of antitumor activity. Further investigation of this agent as monotherapy in selected patients or as part of combination regimens is warranted. Clin Cancer Res; 22(21); 5204-10. ©2016 AACR.","['Aged', 'Aged, 80 and over', 'Antibodies, Monoclonal', 'Antineoplastic Agents', 'Dose-Response Relationship, Drug', 'Drug Administration Schedule', 'Female', 'Humans', 'Immunoglobulin G', 'Male', 'Melanoma', 'Membrane Glycoproteins', 'Middle Aged', 'Oxidoreductases', 'Recombinant Proteins']",[],eng,"['Clinical Trial, Phase I', 'Journal Article']",2025-07-05T13:31:01.934473,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,[],[],2025-07-08,relevant,keyword_inclusion,['Application'],[],low-relevance_by_similarity,0.6367,Application,,True,False,[],[],"['Blood/Immune System', 'Skin']","['Normal/Healthy', 'Cancer (General)']",['Human'],['Imaging_Mass_Cytometry(IMC)'],[]
10.1158/1078-0432.ccr-18-2599,30796036,PMC6522272,Multiplexed (18-Plex) Measurement of Signaling Targets and Cytotoxic T Cells in Trastuzumab-Treated Patients using Imaging Mass Cytometry.,2019,"['Carvajal-Hausdorf, DE', 'Patsenker, J', 'Stanton, KP', 'Villarroel-Espindola, F', 'Esch, A', 'Montgomery, RR', 'Psyrri, A', 'Kalogeras, KT', 'Kotoula, V', 'Foutzilas, G', 'Schalper, KA', 'Kluger, Y', 'Rimm, DL']",Clinical cancer research : an official journal of the American Association for Cancer Research,"Imaging mass cytometry (IMC) uses metal-conjugated antibodies to provide multidimensional, objective measurement of protein targets. We used this high-throughput platform to perform an 18-plex assessment of HER2 ICD/ECD, cytotoxic T-cell infiltration and other structural and signaling proteins in a cohort of patients treated with trastuzumab to discover associations with trastuzumab benefit.
An antibody panel for detection of 18 targets (pan-cytokeratin, HER2 ICD, HER2 ECD, CD8, vimentin, cytokeratin 7, β-catenin, HER3, MET, EGFR, ERK 1-2, MEK 1-2, PTEN, PI3K p110 α, Akt, mTOR, Ki67, and Histone H3) was used with a selection of trastuzumab-treated patients from the Hellenic Cooperative Oncology Group 10/05 trial (<i>n</i> = 180), and identified a case-control series.
Patients that recurred after adjuvant treatment with trastuzumab trended toward a decreased fraction of HER2 ECD pixels over threshold compared with cases without recurrence (<i>P</i> = 0.057). After exclusion of the lowest HER2 expressers, 5-year recurrence events were associated with reduced total extracellular domain (ECD)/intracellular domain (ICD) ratio intensity in tumor (<i>P</i> = 0.044). These observations are consistent with our previous work using quantitative immunofluorescence, but represent the proof on identical cell content. We also describe the association of the ECD of HER2 with CD8 T-cell infiltration on the same slide.
The proximity of CD8 cells as a function of the expression of the ECD of HER2 provides further evidence for the role of the immune system in the mechanism of action of trastuzumab.","['Adult', 'Antineoplastic Agents', 'Biomarkers, Tumor', 'Breast Neoplasms', 'Case-Control Studies', 'Cohort Studies', 'Female', 'Humans', 'Image Cytometry', 'Lymphocytes, Tumor-Infiltrating', 'Neoplasm Recurrence, Local', 'Signal Transduction', 'T-Lymphocytes, Cytotoxic', 'Trastuzumab']",[],eng,"['Journal Article', 'Randomized Controlled Trial', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",2025-07-05T13:30:54.343063,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Technical Methods, Application', 'computational analysis - review', 'computational analysis - method', 'application review', 'Application review, Tecnhical review', 'General omics review', 'Benchmarking']",[],2025-07-08,relevant,keyword_inclusion,"['Application', 'computational analysis - method']",[],relevant_by_similarity,0.8524,Application,,True,False,['computational analysis - method'],[],['Blood/Immune System'],"['Normal/Healthy', 'Cancer (General)']",['Human'],"['Immunofluorescence(IF)', 'other_methods', 'Imaging_Mass_Cytometry(IMC)']",[]
10.1158/1078-0432.ccr-19-0148,31010835,PMC6635080,Single-Cell Lymphocyte Heterogeneity in Advanced Cutaneous T-cell Lymphoma Skin Tumors.,2019,"['Gaydosik, AM', 'Tabib, T', 'Geskin, LJ', 'Bayan, CA', 'Conway, JF', 'Lafyatis, R', 'Fuschiotti, P']",Clinical cancer research : an official journal of the American Association for Cancer Research,"The heterogeneity of tumor cells presents a major challenge to cancer diagnosis and therapy. Cutaneous T-cell lymphomas (CTCL) are a group of T lymphocyte malignancies that primarily affect skin. Lack of highly specific markers for malignant lymphocytes prevents early diagnosis, while only limited treatment options are available for patients with advanced stage CTCL. Droplet-based single-cell transcriptome analysis of CTCL skin biopsies opens avenues for dissecting patient-specific T lymphocyte heterogeneity, providing a basis for identifying specific markers for diagnosis and cure of CTCL.
Single-cell RNA-sequencing was performed by Droplet-based sequencing (10X Genomics), focusing on 14,056 CD3<sup>+</sup> lymphocytes (448 cells from normal and 13,608 cells from CTCL skin samples) from skin biopsies of 5 patients with advanced-stage CTCL and 4 healthy donors. Protein expression of identified genes was validated in advanced stage CTCL skin tumors by immunohistochemistry and confocal immunofluorescence microscopy.
Our analysis revealed a large inter- and intratumor gene expression heterogeneity in the T lymphocyte subset, as well as a common gene expression signature in highly proliferating lymphocytes that was validated in multiple advanced-stage skin tumors. In addition, we established the immunologic state of reactive lymphocytes and found heterogeneity in effector and exhaustion programs across patient samples.
Single-cell analysis of CTCL skin tumor samples reveals patient-specific landscapes of malignant and reactive lymphocytes within the local microenvironment of each tumor, giving an unprecedented view of lymphocyte heterogeneity and identifying tumor-specific molecular signatures, with important implications for diagnosis and personalized disease treatment.","['Computational Biology', 'Gene Expression Profiling', 'Gene Expression Regulation, Neoplastic', 'Genetic Heterogeneity', 'Humans', 'Lymphocyte Activation', 'Lymphocyte Subsets', 'Lymphoma, T-Cell, Cutaneous', 'Neoplasm Staging', 'Single-Cell Analysis', 'Skin Neoplasms', 'Tumor Microenvironment']",[],eng,"['Journal Article', 'Research Support, N.I.H., Extramural']",2025-07-05T13:30:54.341915,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'computational analysis - review', 'Technical Methods, Application', 'application review', 'Application review, Tecnhical review', 'General omics review', 'computational analysis - method', 'Benchmarking']",[],2025-07-08,relevant,keyword_inclusion,['Application'],[],uncertain_by_similarity,0.7826000000000001,Application,,True,False,[],[],"['Blood/Immune System', 'Skin']","['Normal/Healthy', 'Cancer (General)']",['Human'],"['other_methods', 'Immunohistochemistry(IHC)', 'Immunofluorescence(IF)', 'Single-cell_RNA-seq(scRNA-seq)', 'other_imaging']",[]
10.1158/1078-0432.ccr-19-0955,31540977,,Mechanisms and Antitumor Activity of a Binary EGFR/DNA-Targeting Strategy Overcomes Resistance of Glioblastoma Stem Cells to Temozolomide.,2019,"['Sharifi, Z', 'Abdulkarim, B', 'Meehan, B', 'Rak, J', 'Daniel, P', 'Schmitt, J', 'Lauzon, N', 'Eppert, K', 'Duncan, HM', 'Petrecca, K', 'Guiot, MC', 'Jean-Claude, B', 'Sabri, S']",Clinical cancer research : an official journal of the American Association for Cancer Research,"Glioblastoma (GBM) is a fatal primary malignant brain tumor. GBM stem cells (GSC) contribute to resistance to the DNA-damaging chemotherapy, temozolomide. The epidermal growth factor receptor (EGFR) displays genomic alterations enabling DNA repair mechanisms in half of GBMs. We aimed to investigate EGFR/DNA combi-targeting in GBM.
ZR2002 is a ""combi-molecule"" designed to inflict DNA damage through its chlorethyl moiety and induce irreversible EGFR tyrosine kinase inhibition. We assessed its <i>in vitro</i> efficacy in temozolomide-resistant patient-derived GSCs, mesenchymal temozolomide-sensitive and resistant <i>in vivo</i>-derived GSC sublines, and U87/EGFR isogenic cell lines stably expressing EGFR/wild-type or variant III (EGFRvIII). We evaluated its antitumor activity in mice harboring orthotopic EGFRvIII or mesenchymal TMZ-resistant GSC tumors.
ZR2002 induced submicromolar antiproliferative effects and inhibited neurosphere formation of all GSCs with marginal effects on normal human astrocytes. ZR2002 inhibited EGF-induced autophosphorylation of EGFR, downstream Erk1/2 phosphorylation, increased DNA strand breaks, and induced activation of wild-type p53; the latter was required for its cytotoxicity through p53-dependent mechanism. ZR2002 induced similar effects on U87/EGFR cell lines and its oral administration significantly increased survival in an orthotopic EGFRvIII mouse model. ZR2002 improved survival of mice harboring intracranial mesenchymal temozolomide-resistant GSC line, decreased EGFR, Erk1/2, and AKT phosphorylation and was detected in tumor brain tissue by MALDI imaging mass spectrometry.
These findings provide the molecular basis of binary EGFR/DNA targeting and uncover the oral bioavailability, blood-brain barrier permeability, and antitumor activity of ZR2002 supporting potential evaluation of this first-in-class drug in recurrent GBM.","['Animals', 'Antineoplastic Agents, Alkylating', 'Blood-Brain Barrier', 'Brain Neoplasms', 'Cell Line, Tumor', 'Cell Proliferation', 'Cell Survival', 'DNA Damage', 'Drug Resistance, Neoplasm', 'ErbB Receptors', 'Female', 'Glioblastoma', 'Humans', 'Mice', 'Mice, Nude', 'Phosphorylation', 'Protein Kinase Inhibitors', 'Quinazolines', 'Signal Transduction', 'Temozolomide', 'Xenograft Model Antitumor Assays']",[],eng,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",2025-07-05T13:30:50.797805,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Technical Methods, Application', 'Application review, Tecnhical review', 'General omics review', 'computational analysis - review', 'computational analysis - method']",[],2025-07-08,relevant,keyword_inclusion,['Application'],[],uncertain_by_similarity,0.7507,Application,,True,False,[],[],"['Oral/Pharyngeal/Head & Neck', 'Nervous System (Brain/CNS)', 'Blood/Immune System', 'Skin']","['Normal/Healthy', 'Cancer (General)']","['Rodent', 'Human']","['other_methods', 'Mass_Spectrometry_Imaging']",[]
10.1158/1078-0432.ccr-20-0175,32253229,PMC7442721,Biomarkers Associated with Beneficial PD-1 Checkpoint Blockade in Non-Small Cell Lung Cancer (NSCLC) Identified Using High-Plex Digital Spatial Profiling.,2020,"['Zugazagoitia, J', 'Gupta, S', 'Liu, Y', 'Fuhrman, K', 'Gettinger, S', 'Herbst, RS', 'Schalper, KA', 'Rimm, DL']",Clinical cancer research : an official journal of the American Association for Cancer Research,"Only a minority of patients with advanced non-small cell lung cancer (NSCLC) truly benefits from single-agent PD-1 checkpoint blockade, and more robust predictive biomarkers are needed.
We assessed tumor samples from 67 immunotherapy-treated NSCLC cases represented in a tissue microarray, 53 of whom had pretreatment samples and received monotherapy. Using GeoMx Digital Spatial Profiling System (NanoString Technologies), we quantified 39 immune parameters simultaneously in four tissue compartments defined by fluorescence colocalization [tumor (panCK<sup>+</sup>), leucocytes (CD45<sup>+</sup>), macrophages (CD68<sup>+</sup>), and nonimmune stroma].
A total of 156 protein variables were generated per case. In the univariate unadjusted analysis, we found 18 markers associated with outcome in spatial context, five of which remained significant after multiplicity adjustment. In the multivariate analysis, high levels of CD56 and CD4 measured in the CD45 compartment were the only markers that were predictive for all clinical outcomes, including progression-free survival (PFS, HR: 0.24, <i>P</i> = 0.006; and HR: 0.31, <i>P</i> = 0.011, respectively), and overall survival (OS, HR: 0.26, <i>P</i> = 0.014; and HR: 0.23, <i>P</i> = 0.007, respectively). Then, using an orthogonal method based on multiplex immunofluorescence and cell counting (inForm), we validated that high CD56<sup>+</sup> immune cell counts in the stroma were associated with PFS and OS in the same cohort.
This pilot scale discovery study shows the potential of the digital spatial profiling technology in the identification of spatially informed biomarkers of response to PD-1 checkpoint blockade in NSCLC. We identified a number of relevant candidate immune predictors in spatial context that deserve validation in larger independent cohorts.","['Aged', 'Aged, 80 and over', 'Antigens, CD', 'Antigens, Differentiation, Myelomonocytic', 'Biomarkers, Tumor', 'Carcinoma, Non-Small-Cell Lung', 'Female', 'Humans', 'Immune Checkpoint Inhibitors', 'Immunotherapy', 'Leukocyte Common Antigens', 'Macrophages', 'Male', 'Middle Aged', 'Programmed Cell Death 1 Receptor', 'Progression-Free Survival']",[],eng,"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",2025-07-05T13:30:50.793347,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Technical Methods, Application', 'computational analysis - review', 'computational analysis - method', 'application review', 'Application review, Tecnhical review', 'General omics review', 'Benchmarking', 'application review, computational analysis - review']",[],2025-07-08,relevant,keyword_inclusion,['Application'],[],relevant_by_similarity,0.907,Application,,True,False,[],[],"['Blood/Immune System', 'Lung']","['Neurological Disorder (General)', 'Cancer (General)']",['Human'],"['Immunofluorescence(IF)', 'GeoMx_Digital_Spatial_Profiling']",[]
10.1158/1078-0432.ccr-20-0614,32299817,,Multiplexed Evaluation of Microdosed Antineoplastic Agents <i>In Situ</i> in the Tumor Microenvironment of Patients with Soft Tissue Sarcoma.,2020,"['Gundle, KR', 'Deutsch, GB', 'Goodman, HJ', 'Pollack, SM', 'Thompson, MJ', 'Davis, JL', 'Lee, MY', 'Ramirez, DC', 'Kerwin, W', 'Bertout, JA', 'Grenley, MO', 'Sottero, KHW', 'Beirne, E', 'Frazier, J', 'Dey, J', 'Ellison, M', 'Klinghoffer, RA', 'Maki, RG']",Clinical cancer research : an official journal of the American Association for Cancer Research,"A persistent issue in cancer drug development is the discordance between robust antitumor drug activity observed in laboratory models and the limited benefit frequently observed when patients are treated with the same agents in clinical trials. Difficulties in accurately modeling the complexities of human tumors may underlie this problem. To address this issue, we developed Comparative <i>In Vivo</i> Oncology (CIVO), which enables <i>in situ</i> investigation of multiple microdosed drugs simultaneously in a patient's tumor. This study was designed to test CIVO's safety and feasibility in patients with soft tissue sarcoma (STS).
We conducted a single arm, prospective, 13-patient pilot study. Patients scheduled for incisional biopsy or tumor resection were CIVO-injected 1 to 3 days prior to surgery. Saline or microdoses of anticancer agents were percutaneously injected into the tumor in a columnar fashion through each of eight needles. Following excision, drug responses were evaluated in the injected tissue.
The primary objective was met, establishing CIVO's feasibility and safety. Device-related adverse events were limited to transient grade 1 nonserious events. In addition, biomarker evaluation of localized tumor response to CIVO microinjected drugs by IHC or with NanoString GeoMx Digital Spatial Profiler demonstrated consistency with known mechanisms of action of each drug, impact on the tumor microenvironment, and historic clinical activity.
These results are an advance toward use of CIVO as a translational research tool for early evaluation of investigational agents and drug combinations in a novel approach to phase 0 trials.<i>See related commentary by Sleijfer and Lolkema, p. 3897</i>.","['Antineoplastic Agents', 'Humans', 'Pilot Projects', 'Prospective Studies', 'Sarcoma', 'Tumor Microenvironment']",[],eng,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Comment']",2025-07-05T13:30:50.793123,PubMed,enhanced_query,uncurated_new,enhanced_query,,1,False,"['Application', 'Technical Methods, Application', 'computational analysis - review', 'Application review, Tecnhical review', 'General omics review', 'computational analysis - method', 'application review', 'Benchmarking']",[],2025-07-08,relevant,keyword_inclusion,"['Application', 'computational analysis - method']",[],uncertain_by_similarity,0.7983,Application,,True,False,['computational analysis - method'],[],['Embryonic/Developmental Stage'],['Cancer (General)'],['Human'],"['Immunohistochemistry(IHC)', 'GeoMx_Digital_Spatial_Profiling']",[]
